Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,PER,TS%,WS,WS/48,BPM,VORP,Player,Player-additional,Pos,PIS
30.0,68.0,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,2024.0,10.1,0.546,2.6,0.065,-2.0,0.0,Dorian Finney Smith,finnedo01,Ailier fort,-0.34
31.0,31.5,28.9,3.25,7.2,0.4505,2.15,5.1,0.4165,1.1,2.1,0.5405,0.55,0.85,0.6695,1.35,2.75,4.1,1.5,0.9,0.44999999999999996,0.9,2.3,9.15,2025.0,10.7,0.6054999999999999,1.4500000000000002,0.082,-0.75,0.25,Dorian Finney Smith,finnedo01,Ailier fort,-0.27
31.0,64.0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,2023.0,11.1,0.59,1.0,0.035,-3.2,-0.4,Doug Mcdermott,mcderdo01,Ailier,-0.57
32.0,32.0,13.25,1.85,4.25,0.42400000000000004,1.35,3.45,0.38,0.5,0.8,0.6105,0.15000000000000002,0.25,0.544,0.15000000000000002,0.7,0.8,0.95,0.25,0.0,0.35,0.95,5.1,2024.0,8.6,0.5785,0.45,0.0385,-4.0,-0.2,Doug Mcdermott,mcderdo01,Ailier,-0.57
33.0,42.0,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,2025.0,9.5,0.617,0.4,0.061,-3.2,-0.1,Doug Mcdermott,mcderdo01,Ailier,-0.52
32.0,73.0,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,2023.0,12.2,0.592,4.7,0.098,0.8,1.6,Draymond Green,greendr01,Ailier fort,0.28
33.0,55.0,27.1,3.4,6.8,0.497,0.9,2.3,0.395,2.4,4.4,0.551,1.0,1.3,0.73,1.4,5.9,7.2,6.0,1.0,0.9,2.5,3.0,8.6,2024.0,14.5,0.587,3.6,0.116,2.4,1.6,Draymond Green,greendr01,Ailier fort,0.53
34.0,68.0,29.2,3.2,7.5,0.424,1.2,3.6,0.325,2.0,3.9,0.517,1.5,2.2,0.687,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,9.0,2025.0,12.4,0.534,3.7,0.088,0.5,1.3,Draymond Green,greendr01,Ailier fort,0.2
25.0,78.0,20.3,2.7,4.3,0.641,0.1,0.2,0.389,2.7,4.1,0.655,1.1,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6,2023.0,16.2,0.666,4.4,0.134,0.1,0.8,Drew Eubanks,eubandr01,Pivot,0.44
26.0,75.0,15.6,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,2024.0,14.4,0.645,3.1,0.129,-1.2,0.2,Drew Eubanks,eubandr01,Pivot,0.17
27.0,30.5,11.4,1.75,2.95,0.579,0.05,0.05,0.3,1.7,2.9,0.585,0.75,1.05,0.7090000000000001,0.9500000000000001,2.55,3.45,0.8,0.2,0.6,0.6000000000000001,0.95,4.25,2025.0,15.350000000000001,0.6105,0.85,0.1145,-1.35,0.15,Drew Eubanks,eubandr01,Pivot,0.15
24.0,3.0,7.7,1.3,2.0,0.667,1.0,1.7,0.6,0.3,0.3,1.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,2024.0,18.5,0.917,0.1,0.194,5.3,0.0,Drew Peterson,peterdr01,Ailier fort,0.55
25.0,25.0,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.2,0.3,0.5,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,2025.0,10.5,0.601,0.4,0.115,-0.8,0.1,Drew Peterson,peterdr01,Ailier fort,-0.24
24.0,9.0,28.2,5.0,11.3,0.441,1.0,3.9,0.257,4.0,7.4,0.537,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,2.3,12.1,2025.0,11.0,0.5,0.0,0.009,-6.7,-0.3,Drew Timme,timmedr01,Ailier fort,-0.61
25.0,7.5,11.25,1.15,2.95,0.388,0.30000000000000004,1.25,0.2375,0.8500000000000001,1.7000000000000002,0.5,0.15,0.15,1.0,0.15000000000000002,1.5,1.65,1.35,0.7,0.35,0.2,1.65,2.75,2023.0,10.85,0.452,0.2,0.0925,-1.2000000000000002,0.05,Dru Smith,smithdr01,Arrière,-0.29
26.0,9.0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,2024.0,12.8,0.576,0.3,0.125,1.4,0.1,Dru Smith,smithdr01,Arrière,0.02
27.0,14.0,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,2025.0,13.3,0.656,0.7,0.118,2.1,0.3,Dru Smith,smithdr01,Arrière,0.05
22.0,31.0,12.7,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,2023.0,9.3,0.458,-0.5,-0.065,-4.6,-0.3,Duane Washington Jr,washidu02,Arrière,-0.96
28.0,42.0,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4,2023.0,7.8,0.534,0.5,0.035,-5.0,-0.5,Duncan Robinson,robindu01,Ailier,-0.84
29.0,68.0,28.0,4.5,9.9,0.45,2.8,7.0,0.395,1.7,3.0,0.579,1.2,1.3,0.889,0.2,2.3,2.5,2.8,0.7,0.2,1.4,2.4,12.9,2024.0,12.2,0.612,3.6,0.091,-0.9,0.6,Duncan Robinson,robindu01,Ailier,0.03
30.0,74.0,24.1,3.9,9.0,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,2025.0,11.8,0.595,2.7,0.071,-1.7,0.1,Duncan Robinson,robindu01,Ailier,-0.26
27.0,68.0,17.9,3.4,7.3,0.461,1.3,3.6,0.359,2.1,3.7,0.559,1.0,1.4,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,2.4,9.1,2024.0,15.1,0.571,2.4,0.095,-0.9,0.3,Duop Reath,reathdu01,Pivot,0.16
28.0,46.0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,2025.0,13.7,0.552,1.0,0.105,-0.3,0.2,Duop Reath,reathdu01,Pivot,0.01
31.0,76.0,19.2,2.6,3.5,0.732,0.0,0.1,0.0,2.6,3.5,0.746,1.5,2.2,0.667,2.0,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,2023.0,15.5,0.738,5.1,0.168,-1.2,0.3,Dwight Powell,poweldw01,Pivot,0.34
32.0,63.0,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.1,1.6,0.689,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,2024.0,14.5,0.716,3.1,0.181,-0.3,0.4,Dwight Powell,poweldw01,Pivot,0.36
33.0,55.0,10.0,0.8,1.1,0.689,0.0,0.1,0.4,0.7,1.0,0.714,0.5,0.8,0.651,0.9,1.3,2.1,1.0,0.3,0.4,0.3,1.4,2.1,2025.0,12.9,0.713,1.7,0.147,0.0,0.3,Dwight Powell,poweldw01,Pivot,0.1
26.0,3.0,3.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,2023.0,19.0,0.833,0.0,0.149,6.7,0.0,Dylan Windler,windldy01,Ailier,0.46
27.0,5.666666666666667,6.0,0.8333333333333334,1.6666666666666667,0.49,0.7000000000000001,1.5,0.49033333333333334,0.09999999999999999,0.13333333333333333,0.5,0.0,0.0,,0.16666666666666666,0.7333333333333334,0.9,0.5333333333333333,0.09999999999999999,0.0,0.09999999999999999,0.3666666666666667,2.4,2024.0,14.933333333333332,0.718,0.10000000000000002,0.18066666666666667,3.233333333333334,0.0,Dylan Windler,windldy01,Ailier,0.28
19.0,59.0,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1.0,2.1,0.492,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,2023.0,8.8,0.503,1.3,0.061,-1.8,0.0,Dyson Daniels,daniedy01,Meneur,-0.55
20.0,61.0,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,2024.0,12.0,0.529,2.9,0.103,0.6,0.9,Dyson Daniels,daniedy01,Meneur,0.13
21.0,76.0,33.8,6.0,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3.0,0.7,2.0,2.3,14.1,2025.0,15.6,0.545,5.0,0.093,1.5,2.3,Dyson Daniels,daniedy01,Arrière,0.75
30.0,45.0,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.3,0.3,0.867,0.2,1.0,1.2,0.5,0.2,0.2,0.2,1.2,4.6,2023.0,11.9,0.618,0.9,0.09,-1.2,0.1,Davis Bertans,bertada01,Ailier fort,-0.2
31.0,21.5,13.45,1.7999999999999998,4.55,0.3895,1.5499999999999998,3.95,0.396,0.3,0.6000000000000001,0.25,0.75,0.8,0.911,0.2,1.05,1.25,0.75,0.5,0.25,0.35,1.15,5.8500000000000005,2024.0,14.0,0.6225,0.4,0.1315,0.8500000000000001,0.05,Davis Bertans,bertada01,Ailier fort,0.1
23.0,8.0,2.9,0.1,0.8,0.167,0.0,0.6,0.0,0.1,0.1,1.0,0.3,0.3,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,2024.0,4.3,0.291,0.0,-0.091,-4.7,0.0,E J Liddell,liddeej01,Ailier fort,-1.13
24.0,12.0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.4,0.4,1.0,0.2,0.2,1.0,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,2025.0,11.1,0.661,0.1,0.108,-4.1,0.0,E J Liddell,liddeej01,Ailier fort,-0.24
27.0,53.0,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,1.9,2.0,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,2023.0,14.0,0.597,1.3,0.086,-2.6,-0.1,Edmond Sumner,sumneed01,Arrière,-0.12
30.0,12.0,21.05,1.3,4.55,0.2545,0.05,0.15,0.167,1.25,4.4,0.261,0.1,0.2,0.571,0.5,2.45,2.95,5.699999999999999,1.0,0.45,2.05,1.65,2.7,2025.0,6.1499999999999995,0.2615,-0.30000000000000004,-0.067,-7.35,-0.25,Elfrid Payton,paytoel01,Meneur,-1.18
24.0,10.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,2025.0,7.8,0.425,0.1,0.023,-3.8,-0.1,Elijah Harkless,harklej01,Arrière,-0.76
24.0,6.0,4.2,0.7,1.3,0.5,0.0,0.2,0.0,0.7,1.2,0.571,0.3,0.3,1.0,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,1.7,2025.0,18.1,0.563,0.1,0.201,-1.8,0.0,Emanuel Miller,milleem01,Ailier fort,0.55
20.0,15.0,8.9,1.0,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,2024.0,2.6,0.404,-0.3,-0.092,-9.2,-0.2,Emoni Bates,batesem01,Ailier,-1.3
21.0,10.0,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.2,0.8,0.25,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,2025.0,9.8,0.487,0.1,0.038,-1.5,0.0,Emoni Bates,batesem01,Ailier,-0.53
24.0,22.0,8.2,0.7,1.7,0.432,0.0,0.5,0.1,0.7,1.2,0.556,0.6,0.9,0.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1.0,2.1,2025.0,7.4,0.507,0.2,0.046,-6.3,-0.2,Enrique Freeman,freemen01,Ailier fort,-0.75
34.0,34.5,27.549999999999997,4.1,9.1,0.451,1.9500000000000002,5.1,0.385,2.1,3.95,0.5335000000000001,1.9,2.3,0.8285,0.25,1.65,1.9,2.5,0.6,0.4,1.4,1.25,12.05,2023.0,12.25,0.6005,1.15,0.071,-1.3,0.04999999999999999,Eric Gordon,gordoer01,Arrière,-0.25
35.0,68.0,27.8,4.0,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.8,0.9,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,1.2,11.0,2024.0,10.8,0.58,2.5,0.063,-1.7,0.1,Eric Gordon,gordoer01,Arrière,-0.27
36.0,39.0,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,2025.0,10.8,0.591,0.9,0.053,-1.6,0.1,Eric Gordon,gordoer01,Arrière,-0.38
25.0,20.0,16.85,2.65,6.0,0.4465,0.65,2.35,0.27549999999999997,2.0,3.6,0.5485,1.35,2.0,0.665,1.1,1.75,2.9,0.75,0.7,0.1,0.9,2.3,7.3,2023.0,10.899999999999999,0.532,0.3,0.043,-4.5,-0.2,Eugene Omoruyi,omorueu01,Ailier,-0.5
26.0,43.0,9.1,1.9,3.9,0.485,0.3,1.1,0.283,1.6,2.8,0.562,0.7,1.1,0.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8,2024.0,16.0,0.549,0.6,0.074,-2.3,0.0,Eugene Omoruyi,omorueu01,Ailier,0.09
30.0,27.0,17.0,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,2023.0,6.9,0.471,0.1,0.01,-4.0,-0.2,Evan Fournier,fournev01,Arrière,-0.89
31.0,16.0,15.85,1.9500000000000002,6.800000000000001,0.2865,0.9,4.5,0.2015,1.1,2.35,0.456,0.8,0.95,0.897,0.1,1.5,1.6,1.3,1.1,0.1,0.5,1.4,5.6,2024.0,5.550000000000001,0.38449999999999995,-0.05,-0.053,-7.550000000000001,-0.2,Evan Fournier,fournev01,Arrière,-1.0
21.0,79.0,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,2023.0,17.9,0.591,8.5,0.151,1.7,2.5,Evan Mobley,mobleev01,Ailier fort,1.12
22.0,50.0,30.6,6.4,11.0,0.58,0.4,1.2,0.373,6.0,9.9,0.604,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,2024.0,20.1,0.626,5.5,0.174,2.9,1.9,Evan Mobley,mobleev01,Ailier fort,1.14
23.0,71.0,30.5,7.1,12.8,0.557,1.2,3.2,0.37,5.9,9.5,0.621,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,2025.0,22.3,0.633,9.0,0.2,4.6,3.6,Evan Mobley,mobleev01,Ailier fort,1.95
31.0,8.0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.3,0.0,0.1,0.3,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,2023.0,7.8,0.36,0.0,-0.012,-1.2,0.0,Facundo Campazzo,campafa01,Meneur,-0.83
23.0,1.5,3.25,0.25,0.5,0.5,0.0,0.0,,0.25,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,2024.0,4.75,0.521,0.0,0.038,-7.1000000000000005,0.0,Filip Petrusev,petrufi01,Pivot,-0.78
24.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2023.0,-6.8,0.0,0.0,-0.378,-22.2,0.0,Frank Jackson,jacksfr01,Meneur,-2.96
29.0,18.0,6.35,0.8,1.7999999999999998,0.44199999999999995,0.30000000000000004,0.95,0.33899999999999997,0.45,0.8500000000000001,0.5555,0.4,0.45,0.9165,0.25,1.25,1.5,0.9500000000000001,0.15000000000000002,0.15,0.15,0.45,2.25,2023.0,15.75,0.577,0.35,0.135,3.1500000000000004,0.15000000000000002,Frank Kaminsky,kaminfr01,Pivot,0.22
24.0,47.0,12.9,1.0,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,2023.0,5.2,0.461,-0.1,-0.01,-6.7,-0.7,Frank Ntilikina,ntilila01,Arrière,-1.22
25.0,5.0,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0.0,0.2,0.0,0.4,0.4,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,2024.0,0.0,0.253,-0.1,-0.099,-13.4,-0.1,Frank Ntilikina,ntilila01,Meneur,-1.47
21.0,80.0,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,2023.0,15.9,0.589,5.4,0.099,-0.1,1.3,Franz Wagner,wagnefr01,Ailier,0.47
22.0,72.0,32.5,7.3,15.2,0.482,1.3,4.6,0.281,6.0,10.6,0.57,3.8,4.4,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7,2024.0,17.6,0.575,6.4,0.131,1.2,1.9,Franz Wagner,wagnefr01,Ailier,0.87
23.0,60.0,33.7,9.0,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,2025.0,20.1,0.558,5.6,0.133,3.1,2.6,Franz Wagner,wagnefr01,Ailier,1.3
28.0,69.0,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,2023.0,17.0,0.54,6.5,0.123,2.5,2.9,Fred Vanvleet,vanvlfr01,Meneur,1.09
29.0,73.0,36.8,5.8,13.9,0.416,3.1,8.0,0.387,2.7,5.9,0.454,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,2024.0,16.7,0.568,8.4,0.15,3.4,3.6,Fred Vanvleet,vanvlfr01,Meneur,1.32
30.0,60.0,35.2,4.8,12.7,0.378,2.7,7.7,0.345,2.1,5.0,0.43,1.9,2.3,0.81,0.5,3.2,3.7,5.6,1.6,0.4,1.5,2.3,14.1,2025.0,12.8,0.515,5.2,0.119,0.9,1.5,Fred Vanvleet,vanvlfr01,Meneur,0.37
25.0,37.0,9.5,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,2023.0,9.3,0.552,0.1,0.019,-4.4,-0.2,Furkan Korkmaz,korkmfu01,Arrière,-0.69
26.0,35.0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,2024.0,9.2,0.519,0.4,0.057,-2.7,-0.1,Furkan Korkmaz,korkmfu01,Arrière,-0.45
19.0,48.0,25.7,5.0,11.7,0.428,2.1,6.0,0.357,2.9,5.8,0.502,2.4,3.2,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,1.3,14.6,2024.0,13.7,0.554,1.2,0.048,-2.0,0.0,Gg Jackson,jacksgg01,Ailier fort,-0.14
20.0,29.0,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,2025.0,9.3,0.482,0.1,0.009,-5.3,-0.4,Gg Jackson,jacksgg01,Ailier fort,-0.77
26.0,68.0,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,2023.0,9.0,0.533,1.4,0.038,-3.4,-0.6,Gabe Vincent,vincega01,Meneur,-0.77
27.0,11.0,19.8,1.4,4.5,0.306,0.3,2.5,0.107,1.1,1.9,0.571,0.1,0.2,0.5,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1,2024.0,3.1,0.341,-0.1,-0.033,-6.5,-0.2,Gabe Vincent,vincega01,Meneur,-1.12
28.0,72.0,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,2025.0,7.4,0.536,1.3,0.039,-4.0,-0.8,Gabe Vincent,vincega01,Meneur,-0.95
29.0,3.0,18.7,2.7,7.0,0.381,2.0,6.0,0.333,0.7,1.0,0.667,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,2023.0,11.8,0.548,0.1,0.091,-3.5,0.0,Gabe York,yorkga01,Arrière,-0.24
36.0,25.0,6.5,0.7,1.8,0.4,0.4,1.0,0.423,0.3,0.8,0.368,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,2023.0,10.5,0.535,0.3,0.094,-1.0,0.0,Garrett Temple,templga01,Arrière,-0.32
37.0,27.0,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,2024.0,9.5,0.502,0.2,0.032,-4.7,-0.2,Garrett Temple,templga01,Arrière,-0.52
38.0,28.0,8.1,0.6,2.1,0.3,0.2,1.0,0.214,0.4,1.1,0.375,0.4,0.4,0.917,0.3,0.7,1.0,1.1,0.6,0.1,0.4,0.8,1.9,2025.0,8.5,0.406,0.2,0.033,-3.6,-0.1,Garrett Temple,templga01,Arrière,-0.68
26.0,27.0,11.350000000000001,1.35,3.5999999999999996,0.386,1.15,3.0999999999999996,0.371,0.25,0.5,0.48350000000000004,0.8500000000000001,0.95,0.893,0.15000000000000002,1.15,1.2999999999999998,0.4,0.3,0.1,0.25,0.95,4.8,2023.0,11.55,0.5934999999999999,0.44999999999999996,0.0925,-2.1,-0.05,Garrison Mathews,mathega01,Arrière,-0.27
27.0,66.0,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,2024.0,8.9,0.665,1.6,0.077,-3.0,-0.2,Garrison Mathews,mathega01,Arrière,-0.45
28.0,47.0,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,2025.0,11.2,0.606,1.5,0.087,-1.6,0.1,Garrison Mathews,mathega01,Arrière,-0.26
28.0,48.0,24.7,2.9,6.4,0.45,2.0,4.5,0.431,0.9,1.9,0.494,0.6,0.6,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3,2023.0,10.5,0.62,2.3,0.095,-0.7,0.4,Gary Harris,harriga01,Arrière,-0.2
29.0,54.0,24.0,2.4,5.5,0.441,1.4,3.8,0.371,1.0,1.7,0.598,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,2024.0,9.4,0.587,2.7,0.099,-1.2,0.3,Gary Harris,harriga01,Arrière,-0.22
30.0,48.0,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,2025.0,6.9,0.524,1.0,0.067,-2.7,-0.1,Gary Harris,harriga01,Arrière,-0.7
30.0,11.0,16.5,2.0,3.35,0.596,0.6,1.2000000000000002,0.48650000000000004,1.45,2.1500000000000004,0.6545000000000001,0.3,0.35,0.8335,1.35,2.0999999999999996,3.45,1.3,1.0,0.35,0.7,1.95,4.9,2023.0,14.5,0.6975,0.45,0.14400000000000002,0.8999999999999999,0.1,Gary Payton,paytoga02,Arrière,0.14
31.0,44.0,15.5,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.3,0.5,0.609,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,2024.0,13.9,0.621,1.8,0.125,0.9,0.5,Gary Payton,paytoga02,Arrière,0.21
32.0,62.0,15.0,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,2025.0,16.2,0.635,3.0,0.155,1.4,0.8,Gary Payton,paytoga02,Arrière,0.52
24.0,66.0,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,2023.0,15.0,0.56,4.5,0.102,0.2,1.2,Gary Trent Jr,trentga02,Arrière,0.38
25.0,71.0,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,2024.0,12.0,0.548,1.7,0.04,-2.6,-0.3,Gary Trent Jr,trentga02,Arrière,-0.36
26.0,74.0,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3.0,0.46,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,2025.0,11.7,0.591,3.3,0.084,-1.6,0.2,Gary Trent Jr,trentga02,Arrière,-0.2
36.0,23.0,17.1,1.7,3.45,0.503,0.85,2.0,0.4175,0.85,1.45,0.618,0.85,1.05,0.8140000000000001,0.30000000000000004,1.5,1.75,2.2,0.55,0.2,0.7,1.25,5.1,2023.0,11.95,0.663,0.95,0.11800000000000001,-1.15,0.05,George Hill,hillge01,Meneur,-0.13
29.0,78.0,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,2023.0,10.9,0.61,2.5,0.078,-1.4,0.2,Georges Niang,niangge01,Ailier fort,-0.28
